ID,Dataset,Video with mistake ID,Step ID,Correct Procedure,Procedure with mistake,Error Validity,Text Plausibility,Confusability / Difficulty to Notice,Procedure Logic,Procedure Logic (Annotator Confidence),Sequence Consistency Score,State-Change Coherence,Taxonomy Fit (Error Type),Video Plausibility,Text–Video Grounding Consistency (episode-level),m,n_yes,n_no,agree_pairs,total_pairs
Assembly101 c04c_9024_142724_C10115 14 attach arm connector push frame,Assembly101,c04c_9024_142724_C10115,14.0,,attach arm connector push frame,1.0,3.8,3.0,0.0,2.6,5.0,0.0,T (100%),4.2,,,,,0.0,
Assembly101 c04c_9024_142724_C10115 15 detach push frame arm connector,Assembly101,c04c_9024_142724_C10115,15.0,,detach push frame arm connector,1.0,4.0,1.4,0.0,2.8,5.0,0.0,C (100%),4.0,,,,,0.0,
Assembly101 c04c_9024_142724_C10115 16 detach arm connector cabin,Assembly101,c04c_9024_142724_C10115,16.0,,detach arm connector cabin,1.0,4.0,1.4,0.0,2.8,5.0,0.0,C (100%),4.0,,,,,0.0,
Assembly101 c08b_9034_161726_C10115 0 c08b_9034_161726_C10115,Assembly101,c08b_9034_161726_C10115,0.0,c08b_9053_140757_C10115,c08b_9034_161726_C10115,,,,,,,,,,5.0,,,,0.0,
Assembly101 c08b_9034_161726_C10115 1 attach bumper cabin,Assembly101,c08b_9034_161726_C10115,1.0,attach interior chassis,attach bumper cabin,1.0,4.2,2.0,0.0,3.0,5.0,0.0,WE (100%),5.0,,,,,0.0,
Assembly101 c08b_9034_161726_C10115 3 detach bumper cabin,Assembly101,c08b_9034_161726_C10115,3.0,attach bumper cabin,detach bumper cabin,1.0,4.2,2.0,0.0,3.0,5.0,0.0,C (100%),5.0,,,,,0.0,
Assembly101 b02b_9034_153734_C10115 0 b02b_9034_153734_C10115,Assembly101,b02b_9034_153734_C10115,0.0,b02b_9062_152026_C10115,b02b_9034_153734_C10115,,,,,,,,,,4.0,,,,0.0,
Assembly101 b02b_9034_153734_C10115 7 detach boom interior,Assembly101,b02b_9034_153734_C10115,7.0,attach clamp arm,detach boom interior,0.0,4.0,2.0,0.0,2.0,5.0,0.0,I (100%),4.0,,,,,0.0,
CaptainCook4D 1_28 0 1_28,CaptainCook4D,1_28,0.0,1_7,1_28,,,,,,,,,,2.2,,,,0.0,
"CaptainCook4D 1_28 0 ""Cut the muffin into two pieces with hand""",CaptainCook4D,1_28,0.0,"""Coat a 6-oz. ramekin cup with cooking spray""","""Cut the muffin into two pieces with hand""",1.0,4.2,2.0,0.0,2.6,4.8,0.0,WE (100%),3.0,,,,,0.0,
"CaptainCook4D 1_28 1 ""Coat a mircowave safe bowl with cooking spray""",CaptainCook4D,1_28,1.0,"""Pour 1 egg into the ramekin cup""","""Coat a mircowave safe bowl with cooking spray""",1.0,4.0,3.0,1.0,2.6,4.0,1.0,WE (100%),4.6,,,,,0.0,
"CaptainCook4D 1_28 2 ""Crack inappropriately while pouring 1 egg into the ramekin cup""",CaptainCook4D,1_28,2.0,"""Microwave the ramekin cup uncovered on high for 30 seconds""","""Crack inappropriately while pouring 1 egg into the ramekin cup""",0.0,3.8,1.2,0.0,2.8,4.4,0.0,WE (100%),4.8,,,,,0.0,
"CaptainCook4D 1_28 3 ""Microwave the ramekin cup uncovered on high for 30 seconds""",CaptainCook4D,1_28,3.0,"""Cut the English muffin into two pieces with a knife""","""Microwave the ramekin cup uncovered on high for 30 seconds""",1.0,3.0,1.6,0.2,2.8,4.6,0.0,D (100%),3.8,,,,,0.0,
"CaptainCook4D 1_28 5 ""Continue to Microwave on high for 1 min""",CaptainCook4D,1_28,5.0,"""Continue to Microwave for 15-30 more seconds or until the egg is almost set""","""Continue to Microwave on high for 1 min""",1.0,4.2,1.8,0.2,2.4,4.8,0.0,WE (100%),4.8,,,,,0.0,
"CaptainCook4D 1_28 6 ""Top cup with 1 teaspoon of salsa""",CaptainCook4D,1_28,6.0,"""Top cup with 1 tablespoon of salsa""","""Top cup with 1 teaspoon of salsa""",1.0,4.4,3.6,0.2,3.0,4.8,0.0,WE (100%),4.6,,,,,0.0,
"CaptainCook4D 1_28 9 ""Microwave for 30 sec""",CaptainCook4D,1_28,9.0,"""Line the bottom piece of the English muffin with lettuce""","""Microwave for 30 sec""",1.0,3.8,3.4,0.2,2.6,4.8,0.0,WE (100%),4.0,,,,,0.0,
CaptainCook4D 2_3 0 2_3,CaptainCook4D,2_3,0.0,2_5,2_3,,,,,,,,,,4.8,,,,0.0,
"CaptainCook4D 2_3 11 ""Microwave the plate, covered, on high for 5 minutes instead of 1.5 minutes""",CaptainCook4D,2_3,11.0,"""Microwave the plate, covered, on high for 1.5 minutes""","""Microwave the plate, covered, on high for 5 minutes instead of 1.5 minutes""",1.0,2.6,2.2,0.0,2.6,5.0,0.0,WE (100%),2.2,,,,,0.0,
"CaptainCook4D 2_3 13 ""Microwave the plate, covered, on high for 5 minutes instead of 1.5 minutes""",CaptainCook4D,2_3,13.0,"""Microwave the plate, covered, on high for 1.5 minutes""","""Microwave the plate, covered, on high for 5 minutes instead of 1.5 minutes""",1.0,2.6,2.2,0.0,2.2,5.0,0.0,WE (100%),2.8,,,,,0.0,
CaptainCook4D 3_34 0 3_34,CaptainCook4D,3_34,0.0,3_2,3_34,,,,,,,,,,4.0,,,,0.0,
"CaptainCook4D 3_34 2 ""Stir the contents in the mug well""",CaptainCook4D,3_34,2.0,"""Measure 1/8 teaspoon of salt and add it to the mug""","""Stir the contents in the mug well""",1.0,2.0,3.0,0.6666666667,2.333333333,4.0,0.0,"T (67%), S (33%)",3.666666667,,,,,0.0,
"CaptainCook4D 3_34 5 ""1 tablespoon of olive oil to the mug""",CaptainCook4D,3_34,5.0,"""Stir the contents in the mug well""","""1 tablespoon of olive oil to the mug""",1.0,4.25,4.25,0.0,2.5,5.0,0.0,T (100%),5.0,,,,,0.0,
"CaptainCook4D 3_34 6 ""Add in 3 tablespoons of milk to the mug""",CaptainCook4D,3_34,6.0,"""Add in 3 tablespoons of milk to the mug""","""Add in 3 tablespoons of milk to the mug""",1.0,4.25,4.25,0.0,3.0,5.0,0.0,T (100%),5.0,,,,,0.0,
"CaptainCook4D 3_34 9 ""Measure 4 tablespoons of flour and add it to the mug""",CaptainCook4D,3_34,9.0,"""Take 1 tablespoon of marinara sauce""","""Measure 4 tablespoons of flour and add it to the mug""",1.0,1.25,1.0,1.0,2.5,2.5,0.0,T (100%),2.5,,,,,0.0,
"CaptainCook4D 3_34 11 ""Microwave for 1 minute 20 seconds, or until it rises and the toppings are bubbling""",CaptainCook4D,3_34,11.0,"""Sprinkle 1 generous tablespoon of mozzarella cheese on top of the sauce""","""Microwave for 1 minute 20 seconds, or until it rises and the toppings are bubbling""",1.0,1.25,1.0,0.5,2.5,4.0,0.0,T (100%),2.5,,,,,0.0,
"CaptainCook4D 3_34 12 ""Spread marinara sauce around the surface of the batter""",CaptainCook4D,3_34,12.0,"""Sprinkle dried Italian herbs inside the mug""","""Spread marinara sauce around the surface of the batter""",1.0,4.25,4.25,0.0,2.5,5.0,0.0,D (100%),3.5,,,,,0.0,
"CaptainCook4D 3_34 13 ""Sprinkle dried Italian herbs inside the mug""",CaptainCook4D,3_34,13.0,"""Microwave for 1 minute 20 seconds, or until it rises and the toppings are bubbling""","""Sprinkle dried Italian herbs inside the mug""",1.0,4.25,4.25,0.0,2.5,5.0,0.0,D (100%),3.5,,,,,0.0,
CaptainCook4D 4_32 0 4_32,CaptainCook4D,4_32,0.0,4_3,4_32,,,,,,,,,,2.5,,,,0.0,
"CaptainCook4D 4_32 0 ""Peel 1 medium onion, but did not peel completely""",CaptainCook4D,4_32,0.0,"""Peel 1 medium onion""","""Peel 1 medium onion, but did not peel completely""",1.0,2.25,1.0,0.0,3.0,5.0,0.0,WE (100%),3.5,,,,,0.0,
"CaptainCook4D 4_32 1 ""Throw the noodles block while opening from the package""",CaptainCook4D,4_32,1.0,"""Peel 1 garlic clove""","""Throw the noodles block while opening from the package""",1.0,2.0,1.0,0.5,2.0,5.0,0.0,"WE (50%), I (50%)",4.0,,,,,0.0,
"CaptainCook4D 4_32 2 ""Peel garlic clove incompletely""",CaptainCook4D,4_32,2.0,"""Remove the noodles from the package(Break Noodles / Keep them as a block)""","""Peel garlic clove incompletely""",1.0,2.25,1.0,0.0,3.0,5.0,0.0,WE (100%),4.0,,,,,0.0,
"CaptainCook4D 4_32 4 ""Slice 1/4 medium onion into pieces""",CaptainCook4D,4_32,4.0,"""Slice 1/4 medium onion into pieces""","""Slice 1/4 medium onion into pieces""",1.0,2.0,1.0,0.5,2.5,5.0,0.0,D (100%),5.0,,,,,0.0,
"CaptainCook4D 4_32 13 ""Stir noodles with a spoon or fork until the flavouring dissolves, but stir it faster so that water spills out of the bowl""",CaptainCook4D,4_32,13.0,"""Mix in the flavour packet to the bowl""","""Stir noodles with a spoon or fork until the flavouring dissolves, but stir it faster so that water spills out of the bowl""",0.0,4.0,1.0,0.0,3.0,5.0,0.0,WE (100%),3.0,,,,,0.0,
"CaptainCook4D 4_32 14 ""Add basil to the bowl""",CaptainCook4D,4_32,14.0,"""Stir noodles with a spoon or fork until the flavouring dissolves""","""Add basil to the bowl""",1.0,3.75,3.0,0.0,2.5,5.0,0.0,D (100%),3.0,,,,,0.0,
CaptainCook4D 5_27 0 5_27,CaptainCook4D,5_27,0.0,5_4,5_27,,,,,,,,,,2.0,,,,0.0,
"CaptainCook4D 5_27 0 ""Measure 12 ounces of milk""",CaptainCook4D,5_27,0.0,"""Prepare the filter insert by folding the paper filter in half to create a semi-circle, and in half again to create a quarter-circle""","""Measure 12 ounces of milk""",1.0,2.0,3.0,1.0,2.0,2.0,0.0,"WE (50%), S (50%)",4.0,,,,,0.0,
"CaptainCook4D 5_27 1 ""Transfer milk to a microwave safe bowl""",CaptainCook4D,5_27,1.0,"""Measure 12 ounces of cold water""","""Transfer milk to a microwave safe bowl""",1.0,3.0,3.0,1.0,2.0,2.0,0.0,"WE (50%), I (50%)",4.0,,,,,0.0,
"CaptainCook4D 5_27 2 ""Did not prepare the filter, insert it ful""",CaptainCook4D,5_27,2.0,"""Weigh the coffee beans (0.8oz-0.12 oz)""","""Did not prepare the filter, insert it ful""",1.0,4.0,1.0,0.5,2.5,3.5,0.0,WE (100%),3.0,,,,,0.0,
"CaptainCook4D 5_27 4 ""Boil the milk in microwave. (While the milk is boiling, assemble the filter cone)""",CaptainCook4D,5_27,4.0,"""Place the dripper on top of a coffee mug""","""Boil the milk in microwave. (While the milk is boiling, assemble the filter cone)""",1.0,4.25,2.25,1.0,2.0,2.5,0.0,"WE (50%), S (50%)",4.0,,,,,0.0,
"CaptainCook4D 5_27 5 ""Place the improperly paper filter in the dripper""",CaptainCook4D,5_27,5.0,"""Place the paper filter in the dripper""","""Place the improperly paper filter in the dripper""",1.0,3.0,3.0,0.0,2.0,5.0,0.0,WE (100%),3.0,,,,,0.0,
"CaptainCook4D 5_27 6 ""Spread open filter in dripper, but could not create a cone with improperly folded filter paper""",CaptainCook4D,5_27,6.0,"""Spread open filter in dripper to create a cone""","""Spread open filter in dripper, but could not create a cone with improperly folded filter paper""",1.0,3.0,1.75,0.0,2.0,5.0,0.0,WE (100%),3.0,,,,,0.0,
"CaptainCook4D 5_27 7 ""Weigh the coffee beans 0.4oz-0.6oz""",CaptainCook4D,5_27,7.0,"""Transfer water to a kettle""","""Weigh the coffee beans 0.4oz-0.6oz""",1.0,4.0,3.25,0.0,2.0,5.0,0.0,WE (100%),4.5,,,,,0.0,
"CaptainCook4D 5_27 8 ""Grind the coffee beans using stone mortar instead of coffee grinder for 40 seconds instead of 20 seconds""",CaptainCook4D,5_27,8.0,"""Transfer the grounds to the filter cone","""Grind the coffee beans using stone mortar instead of coffee grinder for 40 seconds instead of 20 seconds""",1.0,1.0,1.0,0.5,2.0,4.5,0.0,WE (100%),4.0,,,,,0.0,
"CaptainCook4D 5_27 10 ""Once the water has boiled, check the temperature of the water. (The water should be between 195-205 degrees Fahrenheit or between 91-96 degrees Celsius. If the water is too hot, let it cool briefly.)""",CaptainCook4D,5_27,10.0,"""Once the water has boiled, check the temperature of the water. (The water should be between 195-205 degrees Fahrenheit or between 91-96 degrees Celsius. If the water is too hot, let it cool briefly.)""","""Once the water has boiled, check the temperature of the water. (The water should be between 195-205 degrees Fahrenheit or between 91-96 degrees Celsius. If the water is too hot, let it cool briefly.)""",1.0,3.0,1.25,0.0,3.0,5.0,0.0,D (100%),4.5,,,,,0.0,
"CaptainCook4D 5_27 11 ""Pour a small amount of milk into the filter to wet the grounds, spilt while pouring""",CaptainCook4D,5_27,11.0,"""Pour a small amount of water into the filter to wet the grounds""","""Pour a small amount of milk into the filter to wet the grounds, spilt while pouring""",0.0,4.25,1.5,0.5,2.5,3.5,0.0,WE (100%),3.0,,,,,0.0,
"CaptainCook4D 5_27 12 ""Wait about 1 minute for the coffee to bloom.""",CaptainCook4D,5_27,12.0,"""Wait about 30 seconds for the coffee to bloom. (You will see small bubbles or foam on the coffee grounds during this step.)""","""Wait about 1 minute for the coffee to bloom.""",1.0,4.25,1.5,0.0,2.5,5.0,0.0,WE (100%),4.5,,,,,0.0,
"CaptainCook4D 5_27 13 ""Fast pour the rest of the milk over the grounds in a bulk, immediately spilling some outside""",CaptainCook4D,5_27,13.0,"""Slowly pour the rest of the water over the grounds in a circular motion. Do not overfill beyond the top of the paper filter""","""Fast pour the rest of the milk over the grounds in a bulk, immediately spilling some outside""",1.0,3.5,1.5,0.5,3.0,3.5,0.0,WE (100%),3.5,,,,,0.0,
CaptainCook4D 7_26 0 7_26,CaptainCook4D,7_26,0.0,7_1,7_26,,,,,,,,,,4.5,,,,0.0,
"CaptainCook4D 7_26 1 ""Whisk the egg""",CaptainCook4D,7_26,1.0,"""Whisk the egg""","""Whisk the egg""",1.0,4.25,1.0,0.0,3.0,5.0,0.0,D (100%),3.5,,,,,0.0,
"CaptainCook4D 7_26 2 ""Microwave for 1.5 minutes and did not stir in between""",CaptainCook4D,7_26,2.0,"""Place 8 inch tortilla on a cutting board""","""Microwave for 1.5 minutes and did not stir in between""",1.0,4.25,1.5,0.0,3.0,5.0,0.0,WE (100%),4.0,,,,,0.0,
"CaptainCook4D 7_26 3 ""Sprinkle oregano in the bowl, but some of them splash outside""",CaptainCook4D,7_26,3.0,"""Microwave for 3 minutes, stirring in between""","""Sprinkle oregano in the bowl, but some of them splash outside""",0.0,4.0,2.75,0.0,3.0,5.0,0.0,"WE (50%), T (50%)",4.0,,,,,0.0,
"CaptainCook4D 7_26 4 ""Add 1 tbsp sweet and sour sauce to the bowl""",CaptainCook4D,7_26,4.0,"""Add 1/2 tbsp sweet and sour sauce to the bowl""","""Add 1 tbsp sweet and sour sauce to the bowl""",1.0,3.75,3.0,0.0,3.0,5.0,0.0,WE (100%),4.5,,,,,0.0,
"CaptainCook4D 7_26 5 ""Add 2 tbsp salsa to the bowl""",CaptainCook4D,7_26,5.0,"""Sprinkle oregano in the bowl""","""Add 2 tbsp salsa to the bowl""",1.0,3.5,3.25,0.0,3.0,5.0,0.0,WE (100%),4.5,,,,,0.0,
"CaptainCook4D 7_26 6 ""Mix the contents of the bowl well""",CaptainCook4D,7_26,6.0,"""Add 1 tbsp salsa to the bowl""","""Mix the contents of the bowl well""",1.0,4.75,1.0,0.0,3.0,5.0,0.0,D (100%),4.0,,,,,0.0,
"CaptainCook4D 7_26 7 ""Place a soiled tortilla on a cutting board""",CaptainCook4D,7_26,7.0,"""Mix the contents of the bowl well""","""Place a soiled tortilla on a cutting board""",0.0,4.75,4.0,0.0,2.5,5.0,0.0,"WE (50%), T (50%)",5.0,,,,,0.0,
"CaptainCook4D 7_26 9 ""Sprinkle 1 tbsp shredded cheddar cheese beside the egg""",CaptainCook4D,7_26,9.0,"""Sprinkle 1 tbsp shredded cheddar cheese on top of the egg""","""Sprinkle 1 tbsp shredded cheddar cheese beside the egg""",1.0,4.5,1.0,0.0,3.0,5.0,0.0,WE (100%),5.0,,,,,0.0,
CaptainCook4D 8_26 0 8_26,CaptainCook4D,8_26,0.0,8_3,8_26,,,,,,,,,,5.0,,,,0.0,
"CaptainCook4D 8_26 0 ""Fill a microwave-safe mug with whole milk but spill""",CaptainCook4D,8_26,0.0,"""Fill a microwave-safe mug with skimmed milk""","""Fill a microwave-safe mug with whole milk but spill""",0.0,5.0,1.0,0.0,3.0,5.0,0.0,WE (100%),5.0,,,,,0.0,
"CaptainCook4D 8_26 1 ""Microwave the contents of the mug for 2 minutes""",CaptainCook4D,8_26,1.0,"""Microwave the contents of the mug for 1 minute""","""Microwave the contents of the mug for 2 minutes""",1.0,5.0,2.0,0.0,3.0,5.0,0.0,WE (100%),5.0,,,,,0.0,
"CaptainCook4D 8_26 2 ""Add 4 pieces of chocolate to the mug""",CaptainCook4D,8_26,2.0,"""Add 2 pieces of chocolate to the mug""","""Add 4 pieces of chocolate to the mug""",1.0,4.5,1.0,0.0,3.0,5.0,0.0,WE (100%),5.0,,,,,0.0,
"CaptainCook4D 8_26 3 ""Add 1/5 teaspoon cinnamon to the mug""",CaptainCook4D,8_26,3.0,"""Add 1/5 teaspoon cinnamon to the mug""","""Add 1/5 teaspoon cinnamon to the mug""",1.0,4.0,1.5,0.0,3.0,5.0,0.0,D (100%),5.0,,,,,0.0,
"CaptainCook4D 8_26 6 ""Heat the contents of the mug for 8 secs on high. And 1 minute on low power and serve""",CaptainCook4D,8_26,6.0,"""Heat the contents of the mug for 1 minute and serve""","""Heat the contents of the mug for 8 secs on high. And 1 minute on low power and serve""",0.0,4.0,2.25,0.0,3.0,5.0,0.0,WE (100%),5.0,,,,,0.0,
CaptainCook4D 9_36 0 9_36,CaptainCook4D,9_36,0.0,9_12,9_36,,,,,,,,,,3.5,,,,0.0,
"CaptainCook4D 9_36 0 ""In a large bowl, melt 1 tablespoon of softened butter in the microwave for about 30 seconds""",CaptainCook4D,9_36,0.0,"""In a large mug, melt 1 tablespoon of softened butter in the microwave for about 30 seconds""","""In a large bowl, melt 1 tablespoon of softened butter in the microwave for about 30 seconds""",1.0,4.25,1.75,0.5,3.0,3.5,0.5,WE (100%),4.0,,,,,0.0,
"CaptainCook4D 9_36 2 ""In the mug, whisk two eggs with a fork until well blended""",CaptainCook4D,9_36,2.0,"""In the mug, whisk one egg with a fork until well blended""","""In the mug, whisk two eggs with a fork until well blended""",1.0,4.0,1.75,0.0,3.0,5.0,0.0,WE (100%),3.5,,,,,0.0,
"CaptainCook4D 9_36 3 ""Add 1 teaspoon vanilla extract to the mug""",CaptainCook4D,9_36,3.0,"""Sprinkle 1/4 teaspoon cinnamon over the egg""","""Add 1 teaspoon vanilla extract to the mug""",1.0,4.0,1.75,0.0,3.0,5.0,0.0,WE (100%),4.0,,,,,0.0,
"CaptainCook4D 9_36 6 ""Cut or tear 1 slices of bread into bite-size pieces""",CaptainCook4D,9_36,6.0,"""Cut or tear 1 slices of bread into bite-size pieces""","""Cut or tear 1 slices of bread into bite-size pieces""",1.0,2.0,1.0,0.0,3.0,5.0,0.0,D (100%),1.5,,,,,0.0,
"CaptainCook4D 9_36 7 ""Add bread pieces to the egg mixture in the mug, pressing the bread down into the egg""",CaptainCook4D,9_36,7.0,"""Add bread pieces to the egg mixture in the mug, pressing the bread down into the egg""","""Add bread pieces to the egg mixture in the mug, pressing the bread down into the egg""",1.0,2.25,1.0,0.0,3.0,5.0,0.0,D (100%),1.5,,,,,0.0,
"CaptainCook4D 9_36 8 ""Microwave on medium for 45 seconds until the egg is cooked through""",CaptainCook4D,9_36,8.0,"""Microwave on high for 90 seconds until the egg is cooked through""","""Microwave on medium for 45 seconds until the egg is cooked through""",1.0,3.0,2.0,0.0,3.0,5.0,0.0,WE (100%),4.0,,,,,0.0,
CaptainCook4D 10_46 0 10_46,CaptainCook4D,10_46,0.0,10_6,10_46,,,,,,,,,,4.5,,,,0.0,
"CaptainCook4D 10_46 0 ""Use a butter knife to scoop nut butter from the jar""",CaptainCook4D,10_46,0.0,"""Place 8-inch flour tortilla on cutting board""","""Use a butter knife to scoop nut butter from the jar""",1.0,4.0,2.25,0.5,2.0,3.0,0.0,T (100%),4.5,,,,,0.0,
"CaptainCook4D 10_46 1 ""Place 8-inch flour tortilla on unclean kitchen surface""",CaptainCook4D,10_46,1.0,"""Use a butter knife to scoop nut butter from the jar""","""Place 8-inch flour tortilla on unclean kitchen surface""",0.0,1.0,1.0,0.0,3.0,5.0,0.0,WE (100%),4.5,,,,,0.0,
"CaptainCook4D 10_46 2 ""Spread nut butter onto the tortilla, overflowing the edges""",CaptainCook4D,10_46,2.0,"""Spread nut butter onto the tortilla, leaving 1/2-inch uncovered at the edges""","""Spread nut butter onto the tortilla, overflowing the edges""",0.0,3.75,1.0,0.0,3.0,5.0,0.0,WE (100%),4.0,,,,,0.0,
"CaptainCook4D 10_46 3 ""Clean the knife by wiping it with a paper towel""",CaptainCook4D,10_46,3.0,"""Clean the knife by wiping it with a paper towel""","""Clean the knife by wiping it with a paper towel""",1.0,4.0,1.0,0.0,3.0,5.0,0.0,D (100%),3.5,,,,,0.0,
"CaptainCook4D 10_46 4 ""Use the soiled knife to scoop jelly from the jar and spill some out""",CaptainCook4D,10_46,4.0,"""Use the knife to scoop jelly from the jar""","""Use the soiled knife to scoop jelly from the jar and spill some out""",0.0,3.0,1.0,0.0,3.0,5.0,0.0,WE (100%),3.5,,,,,0.0,
"CaptainCook4D 10_46 5 ""Spread jelly over the other side of the tortilla""",CaptainCook4D,10_46,5.0,"""Spread jelly over the nut butter""","""Spread jelly over the other side of the tortilla""",1.0,1.0,1.0,0.5,2.0,3.5,0.0,WE (100%),2.5,,,,,0.0,
"CaptainCook4D 10_46 6 ""Clean the knife by wiping with fingers""",CaptainCook4D,10_46,6.0,"""Clean the knife by wiping it with a paper towel""","""Clean the knife by wiping with fingers""",1.0,3.0,1.0,0.0,2.5,5.0,0.0,WE (100%),2.0,,,,,0.0,
"CaptainCook4D 10_46 7 ""Roll the tortilla from one end to the other into a log shape, about 1.5 inches thick. Roll it tight enough to prevent gaps and filling leaks out of tortilla""",CaptainCook4D,10_46,7.0,"""Roll the tortilla from one end to the other into a log shape, about 1.5 inches thick. Roll it tight enough to prevent gaps, but not so tight that the filling leaks""","""Roll the tortilla from one end to the other into a log shape, about 1.5 inches thick. Roll it tight enough to prevent gaps and filling leaks out of tortilla""",1.0,3.25,1.0,0.0,3.0,5.0,0.0,WE (100%),4.5,,,,,0.0,
"CaptainCook4D 10_46 8 ""Trim the ends of the tortilla roll with the hand using fingers, leaving 1/2 inch margin between the last toothpick and the end of the roll""",CaptainCook4D,10_46,8.0,"""Secure the rolled tortilla by inserting 5 toothpicks about 1 inch apart""","""Trim the ends of the tortilla roll with the hand using fingers, leaving 1/2 inch margin between the last toothpick and the end of the roll""",1.0,2.25,1.0,0.0,3.0,5.0,0.0,WE (100%),2.5,,,,,0.0,
"CaptainCook4D 10_46 9 ""Secure the rolled tortilla by inserting 10 toothpicks about 1/2 inch apart""",CaptainCook4D,10_46,9.0,"""Trim the ends of the tortilla roll with the butter knife, leaving 1/2 inch margin between the last toothpick and the end of the roll""","""Secure the rolled tortilla by inserting 10 toothpicks about 1/2 inch apart""",1.0,3.0,1.0,0.0,3.0,5.0,0.0,WE (100%),2.5,,,,,0.0,
"CaptainCook4D 10_46 12 ""Cross the floss's two ends over the tortilla roll's top on one edge of the tortilla""",CaptainCook4D,10_46,12.0,"""Place the floss halfway between toothpicks""","""Cross the floss's two ends over the tortilla roll's top on one edge of the tortilla""",0.0,4.0,1.75,0.0,2.5,5.0,0.0,WE (100%),4.0,,,,,0.0,
CaptainCook4D 12_26 0 12_26,CaptainCook4D,12_26,0.0,12_2,12_26,,,,,,,,,,4.5,,,,0.0,
"CaptainCook4D 12_26 1 ""Gently dry half tomato with a paper/tea towel""",CaptainCook4D,12_26,1.0,"""Gently dry it with a paper/tea towel""","""Gently dry half tomato with a paper/tea towel""",0.0,4.25,4.25,0.0,3.0,5.0,0.0,WE (100%),3.5,,,,,0.0,
"CaptainCook4D 12_26 2 ""Chop one tomato into pieces""",CaptainCook4D,12_26,2.0,"""Slice one tomato into about 1/2 inch thick slices""","""Chop one tomato into pieces""",1.0,4.0,1.0,0.0,3.0,5.0,0.0,WE (100%),3.5,,,,,0.0,
"CaptainCook4D 12_26 3 ""Place the thick slices of tomatoes on a platter, not making a single layer.""",CaptainCook4D,12_26,3.0,"""Place the thick slices of tomatoes on a platter, ensuring they only make a single layer""","""Place the thick slices of tomatoes on a platter, not making a single layer.""",1.0,4.0,1.0,0.0,3.0,5.0,0.0,WE (100%),4.5,,,,,0.0,
"CaptainCook4D 12_26 4 ""Poured mozzarella cheese on top of the tomato throughout the platter""",CaptainCook4D,12_26,4.0,"""Sprinkle mozzarella cheese on top of the tomato throughout the platter""","""Poured mozzarella cheese on top of the tomato throughout the platter""",0.0,4.0,1.25,0.0,3.0,5.0,0.0,WE (100%),3.5,,,,,0.0,
"CaptainCook4D 12_26 7 ""Season platter with 1/8 teaspoon black pepper""",CaptainCook4D,12_26,7.0,"""Garnish platter with italian seasoning""","""Season platter with 1/8 teaspoon black pepper""",1.0,5.0,2.25,0.0,3.0,5.0,0.0,WE (100%),5.0,,,,,0.0,
